,Unnamed: 0,Arabic_Tweets_Cleaned,label
8813,1762,يومي هناك تطور اسواء حيث تنوع جراءم شارع بيت مءسس حكوميه مدنيه مءسس ضبط ربط عسكري ارفع,DIAL_GLF
8814,1762,مفروض قام زار تاجر زار بلدية اعداد عقد ايجار رسمي موحد عنى رفح سليل غطى ايجار شقة فلل قسم ايجار تجاريه معارض مكتب في جزء اضاف استثناء معين أمكن تحميل نت,DIAL_GLF
8815,1763,عنى لو شغل في شقة حد هيعمل,MSA
8816,1763,اصدقاء كان,MSA
8817,1763,واضح صور كل معرفة بنت دون تحرش امر لا زاد معاكس نزيه بلاش رقع اعلامي كبر موضوع عمل حاج صغير,MSA
8818,1763,رب رحم رحمة,MSA
8819,1763,مهما تطور بنيه تحتيه سياحي خدمة اسعار منخفضه جذب سائح حالي سوق سياحه شرق اوسط سوق تنافسي عامل سعر اهم طبيع سلوك شراء ساءح اوروبي زار منطق اعتمد حساسي اسعار فهم اول اخير قضاء فتر قصير وقت اسعار منخفض استطاع حمل نفقة زيار منطقة اسيا شرقيه امريكا غير منطقة لن فكر ابدا قدوم شرق اوسط ذلك سوريا مصر لبنان اسراءيل فلسطين محتله بلد خليج تنافس لحذب فءه معين سوق سياحي ادهي ذلك خاسر سنبقي خاسر دام معدل تضخم اسعار اكبر منطق غرب بريطانيا مد سنة سمعة سياحي اسوا فقط جراء اسعار مصر سوريا لبنان ليس افضل من بنية تحتيه سيء جد مقارنه اردن ذلك بلد اسعار تنافسي غرب ايض السعوديه اقسم سعودي لا فكر ابدا زيار اردن ذلك يسمعوه اسعار جنونيه اردن تعليم اصبح خطر رافد سياحي اساسي ذلك ارتفاع اسعار غير مدروس طالب سعودي مصروف دراسه امريكا مصروف دراسه بلد لماذا ادرس عند قادم,MSA
8820,1764,اقول الا الله خلف,MSA
8821,1764,علي فكر مترجم عربي,MSA
8822,1764,وجود وجه سعد شبيه ريح حقق ليوث,MSA
8823,1764,لايعني فشل فنان صحيح رابح اعطي وان ليس,MSA
8824,1764,لازم ظغوطات عشان اهتمام صار اكثر جاليه يمنييه,MSA
8825,1765,امدا نسيتم دوري زين حصد نصر قدام هلال نقطة اصل هلال اصل عالمي فريق قدر فاز على دوري زين بعد اتحاد سوف أبقى لون اصفر عقد مر,MSA
8826,1765,بس خبر دمام كبر غرق هذا مشكوك في لان مو جزير حد ماء,MSA
8827,1765,الله على اما اوان صحوه,MSA
8828,1765,لا سبيل تقدم رقي محافظه بيءه امن تفعيل دور مءسس تعليميه خدم مجتمع بيءه اقترح انشاء زار خاص بيءه,MSA
8829,1765,لو مبارك,MSA
8830,1766,سوف تسبب مشروع انخفاض اقبال مقعد دراسه ذلك جامعة,DIAL_GLF
8831,1766,لم وفق الا عند اخبر مدير فرع بنك باني امر عادي حدث استمرار وان شيك تم تغطية شهر كما حدث داءم باقي عامل,DIAL_GLF
8832,1766,محمود سعد ضعيف جد ادار حوار لو مذيع شخصية اقوي حوار هيبقي احسن بعد شيخ خالد جندي عاوز اعرف جاي,DIAL_GLF
8833,1766,قال حكومه علي لسان وير تنميه سياسيه المعايطه مواطن اردني عن نمى سياسي فليش شارك كان مواطن ديموقراطي كامل حق شي غادي هي نمى سياسي فصل مزاج حكومه,DIAL_GLF
8834,1766,لكن خان تقدير على مراهنه شاب مصر حر سوف نال استقلال اولا ثم ساعد بقي شعب عربيه نيل ديموقراطيه,DIAL_GLF
8835,1767,مشكله تاجر سعودي مايتجاوبون خفض اسعار اسواق عاالميه دليل ارتفاع اسعار مادة استهلاكيه خفض اسعار دولة العالميه الا تاجر السعوديه ازال,DIAL_GLF
8836,1767,غالي كل واحد,DIAL_GLF
8837,1767,الان اكبر فوز نادي ايراني نادي سعودي نتيجه ايض تسبب نادي,DIAL_GLF
8838,1767,هناك امر اشعر ضيق حيال حين اري عنوان جريم قتل سرق نصب,DIAL_GLF
8839,1767,اتبكي شمال من راي مصيب اهل جنوب هان مصيبة رواءح كريهه دخل وسط بيت عوض ايبقي لايذر كان ليس عاصمه مسءولون فاين هيء تطويرالرياض امان ام هم عسل ناءمون,DIAL_GLF
8840,1768,تنافسو حزم نجران راءد,MSA
8841,1768,كل اصحاب مسح,MSA
8842,1768,احول اقو الا,MSA
8843,1768,من معروف مسيحي داءم عند رسم صليب قال بسم اب ابن روح قدس اله امين اعتقد ان متحد متساوي وان لا فرق بين هل جاز اقول بسم ابن اب روح قدس اله امين بسم اله واحد روح قدس اب ابن هكذا,MSA
8844,1768,الله يارمثا ها اخبار احلوه الله فريق جمهور كبير نهد كاس اجمهور رمثا شاء,MSA
8845,1769,عاد الي مش هتقدر أغمض عين قنا سمور وحداتييه منبر,MSA
8846,1769,شخص داء دواء عجيب غريب ان مسلم في ايدي دواء لم ناخذ,MSA
8847,1769,اذ اتهام طبق حق,MSA
8848,1769,تكلم صراح وهذاحلو احلي اذاكان كلامج واضح غير همز لمز كل عرف عايض قرني عايش رشيد نجيمي غير غير غير لاتصيرون مثل نعام ينقرويدفن راسي,MSA
8849,1769,سبب معروف قال لوحة ارشاديه قال تخطيط شارع مسار عدم توعيه الله على كيف تب مواطن التزم تعليم مرور مخالفة عشرون الف,MSA
8850,1770,الله اناعارفه شو هالشغله ناس عم تتذبح رحم عراقيه عراق ماكل هو نازل بعض بلاش احكي الله عيب هالحركات كيف هم مسلم عمل هي رافع اسم اردن,MSA
8851,1770,اعتقد ثلاث ارباع شعب غير مهتم فروسيه,MSA
8852,1770,سيد محترم عوزي,MSA
8853,1770,الا يكفيكم ثلاثون عام جهل ظلم تخلف,MSA
8854,1770,مكتب موحد شركة تام غير موجود جميع دولة عالم اردن فقط هذا مكتب معطل اكبر سبب مشكلة تاخير عانى من قادم اردن عام حيث احتشد عدد موظف غرفة صغير مركز حد قام عمل شكل يدوي داء من تسبب زحام تاخير قادم اردن عناء سفر طويل عشرون ساعي اكثر عدا معامله سيءه قال احترام عميل اردن ضيف دولة اخري جو عج تدخين فوضي حر شديد زحام شديد نتمني وجد صيف مكتب منفصل كل شرك تام حيث تنافس تقديم خدم افضل زباءن نحن زباءن ولس دافع ضراءب كم عامل موظف مكتب موحد ازال الله وجود,MSA
8855,1771,اكره شي حياة رجل قلد حيوان حيوان تبع اناث اعرف اكثر غازل جايين قري ناءي جو رياض هم منطق,DIAL_GLF
8856,1771,مبروك سلهام توفيق,DIAL_GLF
8857,1771,ياشيخ ماتعرف حرب اسلام,DIAL_GLF
8858,1771,عرض مغري منافس سوق شركة اتصال مفيد جد مستهلك حيث جود خدم,DIAL_GLF
8859,1771,عم اردوغان اقض اولا مهند لميس بلاوي أسود موجوه عند ثم تحدث,DIAL_GLF
8860,1772,خود حكي دولة عربيه اصدر حكم طيب شو عنى مهم انو نفذ حكم لو نفذو ابقي قابلني مشمش,DIAL_LEV
8861,1772,ياشيخ لو عند لا ارقص ثلاث ايام ليلة دون تعب ارهاق,DIAL_LEV
8862,1772,انت لو فرش مليار سرير مش حيبان غير صباع وش لس مشبعتش عاوز تاني هم بقم كام مناسب 60 لا 65 لا كام ابقي اتفرج برنامج ناس خميس دريم انت عد علشان نفس تفتح اكتر اكتر وا كتر ما زباله ال مل شارع قت مقياس عند رفاه ناس أبقى انت عاوز مجرى علشان تحلل الايا عرف شعب اكل اي علشن خطط اساس علمي طبق ماسورة فءه,DIAL_LEV
8863,1772,وجه نظر,DIAL_LEV
8864,1772,لبراليه ليس ذكر سيء أخذ من ماينفع,DIAL_LEV
8865,1773,هتلعب مكان,MSA
8866,1773,شاء الله شارك تقطيع كيك فوز جميع بطولة موسم,MSA
8867,1773,اللهم اامين اللهم,MSA
8868,1773,شكر خاص استاذه حليم,MSA
8869,1773,نسم جميل,MSA
8870,1774,لا شهد نفس بل من,DIAL_GLF
8871,1774,اللهم اغفر لم جميع موت,DIAL_GLF
8872,1774,ياسامي,DIAL_GLF
8873,1774,عنى كتير سمع هي,DIAL_GLF
8874,1774,رب حمد جزى الله الف خير ملك عبدالله وقف اخوان مسلم جد شي فرح قلب ياليت استمر مساعدت اخوان مسلم جميع,DIAL_GLF
8875,1775,وش اخبار,MSA
8876,1775,لو زوج اردني قدر رمى هالرميه بس حق رمي بنت هالرميه تعلم,MSA
8877,1775,مخدر اكثر بياع مخدر عاطل هي أدر على مدخول,MSA
8878,1775,با ري تتقبلو حقيقه انو امن عام طلع امر تاجر مخدر قطاع طريق دولة سحاب عارض اغوار,MSA
8879,1775,دكتور قبيلة فاز بحث علمي اختصاص قادم افضل,MSA
8880,1776,اجتهد اخطا,MSA
8881,1776,اول مسرع هم رجل مرور خلو احد أنكر,MSA
8882,1776,وجب هناك قسم فتح قاف,MSA
8883,1776,12345 تعب اكتب ارقام لان,MSA
8884,1776,غير خسار شرف,MSA
8885,1777,جعل ايام سعاده ست كل جمال حياه عند حقق مانصبو الي انفس من أحب مامضي ايام فعل ماضي سيب حال فكري جمال حلى وانسي مرارة شق كثر تفكير مستحيل جلب هم غم وهم فتري بعض يوهم نفس كذب اخر احلام يقظ عرف استحال تحقيق تعلق باواهام,DIAL_LEV
8886,1777,صراح ماكرهت لاعب هلالي كل حبايبنا مثل كره,DIAL_LEV
8887,1777,هل هناك فاءد كون رملي,DIAL_LEV
8888,1777,توفيق هذا عادة وفاء وفاء ثم وفاء,DIAL_LEV
8889,1777,غير خسار شرف,DIAL_LEV
8890,1778,كان مصنع عز الله ريح نامس نجاس ارض مبلول مجرى كيف صلى,DIAL_EGY
8891,1778,الف مبروك عندليب كمان اسم عب خلوق شو صارم شان رافت رجاء عرف خبر كمان,DIAL_EGY
8892,1778,الف الف مبروك ياعم ترقيهوالي فوزبالمراتب عالي دنياوالاخرهان شاء,DIAL_EGY
8893,1778,الف مليون ترليون مبروك غزال,DIAL_EGY
8894,1778,الف مليون مليار ترليون مبروك ليث فوز وحش,DIAL_EGY
8895,1779,جزى الله,DIAL_GLF
8896,1779,جب,DIAL_GLF
8897,1779,باراك اله في ياشيخنا فاضل سر اتخف حق لوم لاءم بس مشكلة ياشيخ وجه خطاب مجتمع معظم عقل متحجر غير قابل نقاش نظر امر وجه نظر الله,DIAL_GLF
8898,1779,امور كثير اتغيرت بنت حري,DIAL_GLF
8899,1779,هناك ايض امثال تعلق صداقه مثل,DIAL_GLF
8900,1780,دكتور نبفبن شكر,DIAL_GLF
8901,1780,عضو مجلس اولياء امور طلب مدرس ثانوي حاول استمرار ادار مدرسه اعاد نظر مستوى زياد اقساط لكن رفض سماع راي ذلك اصح تدخل وزاره فرض صحيح طبق قانون هذا تحليل علق جرس دق,DIAL_GLF
8902,1780,انها كان وعد صادق رءيس امريكي اوباما عهد افضل من سبق تحقيق سلام منشود شرق اوسط حل قضيه صراع عربي اسراءيلي لكن كلام وعد شء امر واقع شء اخر قد اعترف اوباما نفس باني لم كان توقع صعوبة تعقيد الذي واجه هناك اتفاق,DIAL_GLF
8903,1780,ما حب دار شغلن قلب لكن حب سكن,DIAL_GLF
8904,1780,لان نكس ميز راءع هي سماح مستخدم عادي ترجم برنامج استخدم عنى لو برنامج باي لغ استعمل قدر ترجم اكيد احد افضل متحدث لغه,DIAL_GLF
8905,1781,عابزين شوي افتكاسات هيا يالل أوفى,MSA
8906,1781,عموم نصر وراء طرد فريدي,MSA
8907,1781,الا انها اعترف نهايه وجود اسراءيل تخلى مكانة راءده عالم عربي ابتعد نضال فلسطيني الذي اجل عام 1948 انفصل اتحاد سوفيتي,MSA
8908,1781,اقسم الله تعرض لسيارتي لم اسمح نال من اشد عقاب,MSA
8909,1781,فاين خطر,MSA
8910,1782,هل بداوه ظاهر عابر ام ثابت عالم عربي,MSA
8911,1782,احول لا قوه الا الله الله عين ناس شو استفاد ناس تخفيض سعر هالضريبه ياخي مفروض يدورو حل خفف مش زاد طين بله,MSA
8912,1782,اخوان واضح لو حكى حكومه سلام عام منع منع بات لان سلامتنا اهم فلس دنيا,MSA
8913,1782,احب خاءف,MSA
8914,1782,قبل,MSA
8915,1783,كابتن ابراهيم فاكر طوبه شهيره,MSA
8916,1783,مراه,MSA
8917,1783,لا اريد توسع ابدا لكن لبيب اشاره فهم,MSA
8918,1783,عشان هي لاعب اردني الو مستقبل,MSA
8919,1783,قام رجل هيءه سبب رأى سمع شاهد كثير كثير انجاز وقف مواطن,MSA
8920,1784,وين ديموقراطيه حريه قانون سواء ناس,DIAL_LEV
8921,1784,ظاهر حل عند خل شايب اشترى طيار علشان مر فوق ولايدوس املاك سعادة صاحب ارض الله الي راجع لااحترام ولاد اخوف رب عالم اذ هذا افعال كبير من لا تسءلوني يش مايجينا مطر,DIAL_LEV
8922,1784,صحيح مقال وجب اعتمد كورقت عمل تربوي زار تربيه,DIAL_LEV
8923,1784,اهنيك مقال,DIAL_LEV
8924,1784,لان شاهد مثل حالة نشل سحب سيارة مشهد رجل امن طريق تعسفي لغا احيا ترقع سياره كان صاحب قريب يتجادل صاحب ونش رجع امر رجل مرور لان امر ذلك حل مشكله دفع خمسون ريال فور لانزال اسياره دون سند هذا طريق سحت,DIAL_LEV
8925,1785,حكي مر يتنبا متي رح اسعار قل بركه اموال تيجي ما توجيهي قد,DIAL_LEV
8926,1785,بنوة تصور,DIAL_LEV
8927,1785,كباءر امور فهم حياه انها,DIAL_LEV
8928,1785,توفيق حسين اربد انشاء الله نتيج تاريخي اسود شمال,DIAL_LEV
8929,1785,ري فرع مركز تجميع تواقيع يتسني جميع ادلاء تواقيع,DIAL_LEV
8930,1786,انتظر اخر سطر انك قال سجن جوانتنامو,DIAL_GLF
8931,1786,حلو نكته,DIAL_GLF
8932,1786,بارح على امطار الله حمد,DIAL_GLF
8933,1786,امريكا وعزرايل ضحك عليكووبتوكل عقلكو حل مصدق يعملو دولة عبر تاريخ طويل الاف سنة اكدب شعب عالم قتل انبيا لاامان اقصي لايتحرر ابدم قتال شرس غير ذلك حط راسي نامي اهل سلام,DIAL_GLF
8934,1786,شالل عامل مساعد اهل,DIAL_GLF
8935,1787,لكن غطى شعر فقط مسموح,DIAL_LEV
8936,1787,ارج ااستاذ مرتضي عدم ضياع وقت قضي سهل وينظرلكبارالشخصيات حارب غساد ساءد بلد,DIAL_LEV
8937,1787,بطولة اتحاد ذكر صديق بدا سن 1980 1981 عدا طول دوري بدا سن,DIAL_LEV
8938,1787,لو مافيش سلاح مكن مالقاش مكان سلاح لكن قال مفيش بعد قال اطلع مافيش جريم ادله,DIAL_LEV
8939,1787,شعب نايم تحكيل حل عود الله ستر عورة لاقى ماشي عكس تيار صدق قاءل عمر ضاق بلد اهل لكن اخلاق رجل ضاق الله ضاق خلق ما عادى فرق لا صاحب بيت راحم لا صاحب عمل مسهل لا اخ,DIAL_LEV
8940,1788,متي منظومه فاسد اكبر راسي اصغر راسي ارجو سافر مصاب الماني علاج نفق,DIAL_EGY
8941,1788,ذكر اسم قبيل بطاقه دفتر عاءله,DIAL_EGY
8942,1788,الله لايوفق متعدي لا عز الله رجل هءيه طيب لولا الله ثم هيءه تلقي عالم كل يعاكسون بنت خلق الله لا احد طق خبر,DIAL_EGY
8943,1788,يسحبونها امريكا تحويل خليج لان عند احد,DIAL_EGY
8944,1788,جد انت بطل ياربيع أعجب كاريكاتور,DIAL_EGY
8945,1789,اهم شيء افراح شاء الله كمل اتحاد اقول اهم شيء باني حق باني ظهر حاقد حقيقة خرج خارج اطار وطنيه اخوه كل احتفل امس الا يد الله جماع شذ شذ نار,MSA
8946,1789,اعتقاد شخصي مبني قديم متهالك,MSA
8947,1789,احسن اجرا ناقد,MSA
8948,1789,مقال جميل باراك الله,MSA
8949,1789,واضح حكي راح رجع غلى جديد كان داءم قال ارخص حكي خلي وفر مع شوي حكي نريح حبل صوتيه نريح اسماعنا اصلا شي مهم,MSA
8950,1790,اللهم ارحم متوفي اشفي,DIAL_GLF
8951,1790,احتفال مجرد وقت فقط لا,DIAL_GLF
8952,1790,فريدي اهب مغرور بطيء متعالي مزاجي عصبي مكان طبيعي خارج اسوار نادي,DIAL_GLF
8953,1790,عاني هي مشكل تدرب خشوع بدل حافظ,DIAL_GLF
8954,1790,في وقت انتظر تخفيض اسعار سلعة,DIAL_GLF
8955,1791,عين ماتشوف الا هلال كل الا نصر اهم شء ال ذو مايجي,MSA
8956,1791,ظرف خدم انتر,MSA
8957,1791,نعم ابو مبارك هناك كوع كوع ماصوره كوع,MSA
8958,1791,صار دم ثقيل,MSA
8959,1791,شريف اي عرف كلام الله معني أجاب كلام ادعى الله قال أبقى كلام الله خليك,MSA
8960,1792,والد لم يرخصك كما اعتقد بل كريم كرم اكرم لعل ندم يتعذب ليس اجل ريال بل اجل حسن نيه افترض زوج رجا الله ان هدى يتنسي دعاء ايض خير,MSA
8961,1792,اللهم حمد نعمة اسلام,MSA
8962,1792,اطال الله,MSA
8963,1792,لا احد وقف قاتل لكن حاكم محكمة شرعي نفذ قانون كما استخدم اخر لكن قبل اتهام نهاءي ثبوت جريمه دافع تم سحل واسط همج هذا جريمه اختفى وراء حزب الله شرط ضليع ذلك رب يشوف مصر بعد الذي وقف كثير,MSA
8964,1792,دهن ساءل مكان تساقط شعر دلك حوالي مد اسبوع,MSA
8965,1793,رهييب دق تجون عدا ماتبي شاهي,DIAL_GLF
8966,1793,خاف الله ياناس ماوصلت بس الله صار امر طبيعي ايام,DIAL_GLF
8967,1793,اطال الله,DIAL_GLF
8968,1793,سلم ابو عبدالله قد لا يهمونك اعداء نجاح يريدونك أصبح مثل مصف فشل قادر اذن الله استمرار نجاح دون تاثير مخرب امثال اصحاب بيان تافه,DIAL_GLF
8969,1793,تاكيد طالب اخوان هما,DIAL_GLF
8970,1794,الله صبر اهل عظم اجر,MSA
8971,1794,الله حيى حي,MSA
8972,1794,الله جعل امطار,MSA
8973,1794,هل زعيم هل بطل دوري مهدي يك هزم ارض شمال ثناء روحة,MSA
8974,1794,ذو مهبول الله حمد لا كيف هدد طفل لم تجاوز عمر سنة كيف قام غريزة طفل لم تجاوز سنة,MSA
8975,1795,حمدلله,MSA
8976,1795,مش ملاحظ فتر نشر موقع معلومة خطاء ازداد تعليق أكسب شهر أبقى افضل موقع حساب وقيعه مسلم مسح لان موضوع جذاب قارء,MSA
8977,1795,الله ستر جمهور لاعب قطر اذ فاز أخذ,MSA
8978,1795,الله,MSA
8979,1795,ناشد جميع شاب اسلام اتقى الله,MSA
8980,1796,سقي عهد دار,DIAL_EGY
8981,1796,احترام شديد شيخ خالد بس عاوز اطلب من عادش تدخل مشكله تاني لان كلا طرف مش عاوز صلح باي شكل اشكال دليل كلام بزء قال نفس كان خجلان واح سمع صراح مشكله بعض تستاهلش انها تعرض برنامج مكانة ما يصحش صحفي كبير رجل دين محبوب شغل ناس كلام فاضي ناس أحب,DIAL_EGY
8982,1796,ارجو جميع قارئ تعليق رقم 13 مقال استاذ محمد حمدي,DIAL_EGY
8983,1796,متعمد,DIAL_EGY
8984,1796,انشالله امنيح زيدرب ريال مدريد درب انتر,DIAL_EGY
8985,1797,عسي الله استبدل قوم غير ثم لا كان امثال سقط شوبير خانة حكومه ضحك كما ضحك غير نسي لعب سياسه لايقدر فهم هدا رجل بليد متسلق شوبير امام رجل همام مرتضي منصور رجل مثقف خبير تدبير حكومه,MSA
8986,1797,جيل كامل صاير مخفهوتقليد اعمي غزو غربي فضاء توك,MSA
8987,1797,بغى فرح غير,MSA
8988,1797,اقترح باني طبق اقصي عقوب سمح قانون اردني جناءي اهم ذلك عبر من,MSA
8989,1797,هدم كعب اهون الله اراق دم مسلم الله انها دنيا باخر وقت ياجماعه خير الله شيكاغو ماهي هي اجل شبشب الله ياشبشب لازم قتل ضل ينلط شبشب عرف الله حق,MSA
8990,1798,راح لام نصر هالمره عدم مشارك,DIAL_EGY
8991,1798,احد حكيم رايت اتعس اربع رجل لبس قديم لدى جديد رجل لدى مال طلب مزيد رجل أراد انتحار عمر مديد قال ثم اطرق راسي ادمع عين قال رجل زمان شجع زمالك عربيد بتاع بنون,DIAL_EGY
8992,1798,شو اقول غير حسب الله نعم وكيل,DIAL_EGY
8993,1798,رسال واضح مخدوع,DIAL_EGY
8994,1798,كان عند احساس نهاية,DIAL_EGY
8995,1799,اذكر سيادة مثال ليس,DIAL_GLF
8996,1799,خطو جيد مرور لكن سبق عد خطوة تصحيحي رجل دوري,DIAL_GLF
8997,1799,يورو مرجل اسراءيل,DIAL_GLF
8998,1799,روح,DIAL_GLF
8999,1799,مطلب معلم عادل اذ مطلب عادل من ظلم عدم تنفيذ لان ياخذ قت طوريلا ام لان دولة دولة عالم ثالث فقط,DIAL_GLF
9000,1800,الله شكل بالغ مبلغ عشان عاوز منع نفس سمسره دم طال كد مفروض نشوف محترم غير كفاي عمل ماجمع حد ادني بقاء,DIAL_LEV
9001,1800,حسب الله على نعم وكيل,DIAL_LEV
9002,1800,اتركوها انها نتن قصد رسول صلي الله سلم عنصريه لان جاهلي,DIAL_LEV
9003,1800,عن غير,DIAL_LEV
9004,1800,الله عند حق لازم كان صرح نفسنه لان لو كان نستاهل وصل كان وصل لو مع اقل فرقة مش,DIAL_LEV
9005,1801,احزن خروج وحدة طول اتحاد اسيوي كون مثل فرق اردنيه مجمل لكن دنيا لم انتهى ما زال طريق طويل موسم قادم فرصة لاي فريق اخفق موسم فرصة ذلك تدارك اخطاء مسبب اوصل,MSA
9006,1801,حسب الله على نعم وكيل,MSA
9007,1801,بركه عقبال اتحاد,MSA
9008,1801,ساتحدث ايك اساس,MSA
9009,1801,لا فهم قصدي خط فان اشد معجب بكلماتك راءعه افكار نيره اراء مبدع لكن اخرجني طوعي هذولاك اخذ دوري من هدي عطي ورا جزي فضح دنيا فضح عالم اقام افراح باع غير,MSA
9010,1802,رب ارحم ناس طلب رب رمضان هءلاء مفتون,MSA
9011,1802,الله أعان متشدد متطرف اسف شديد مافي كلم بذيء الا وصفوك منتيداتهم ساحة متطرفه احول اقو ابالله الله نصر,MSA
9012,1802,واحد ماشفش لحم الا,MSA
9013,1802,وجب تدارك امر تكاتف مواجه هاذ غزو,MSA
9014,1802,الله وفق نشامي تحضير نهاءي كره سله ونشالله رفع راسي,MSA
9015,1803,اخير عيب عيب كان كاتب درج طيب ثقافه ذلك فعل نشر ناس ثقاف الياس انتظار سنة طويل مصر ساد أمكن تغير عام لكن لا داعي زعم باني احدا من امتلك حقيقه,MSA
9016,1803,الف مبروك ابرهيم,MSA
9017,1803,حفظ الله ابو,MSA
9018,1803,الف الف الف الف مبروك,MSA
9019,1803,واي شاب فهم,MSA
9020,1804,خطو جيد بس مفروض منش,MSA
9021,1804,ودع حكم موعضه,MSA
9022,1804,سلم اميم سلم قلم دامي ندي تسطير حرف سعد كما سطر,MSA
9023,1804,قتل نفس ليس كافر لا زنديق لكن مرتكب كبير كباءر ذنب جاء حديث صحيح قتل نفس شيء عذب قيام,MSA
9024,1804,نفس ذاءق موت الله رحم ويغفرله دخل جنه يارب الله صبر زوجة اولاد امه ابو,MSA
9025,1805,صباح تحفة دفء همسة مدثره,MSA
9026,1805,استخدام مزيل عرق معطر جسم,MSA
9027,1805,لازم سوى هلقصه اصل اتحاد غلطان كشف فهد عتال اتحاد وحدة قبل المباراه,MSA
9028,1805,سبب مصاءب بعد,MSA
9029,1805,الله امه هن بركه هن زين,MSA
9030,1806,اين بلدي,DIAL_GLF
9031,1806,سءال طرح نفس بنك,DIAL_GLF
9032,1806,لو حكمو سارق قصاص ابن امه فكر حط يد,DIAL_GLF
9033,1806,هي علم علم امم امبراطوري اندثر اخري قام اشلاء معني انتماء وطن حاكم تعلم من,DIAL_GLF
9034,1806,قام عز,DIAL_GLF
9035,1807,عنى الله فعل اشي غريب فريق بعراقهوتاريخ نادي فيصلي يعسكر وين سوريا,MSA
9036,1807,محتاج عرف حرام تستر ناس,MSA
9037,1807,لكن عاد معلم بلاط لاعب,MSA
9038,1807,من شاعر فصيح نبت داخل حداءق لا حد,MSA
9039,1807,حب تقدير نادي,MSA
9040,1808,لو نظر نظام اقتصادي اسلامي وجد نظام مثالي جمع أحسن نظام راسمالي نظام اشتراكي استبعد ماهو غير نافع من,DIAL_GLF
9041,1808,استغرب لا اري تعليق مقال خاص منتخب شاب مجموع وقع اخوه مشجع منتخب اردني هل قل منتخب شاب اهمي منتخب اول ام اعتبار مشجع لا اهمي اصلا عموم تواجد يابان مجموع منتخب اول منتخب شاب اتمني فوز يابان قبل منتخب توفيق منتخب شاب نهاءي امم اسيا اتمني نتاءج راءع شخصي ساقف خلف اشجع مباراياتكم متاكد ان قد شاء,DIAL_GLF
9042,1808,جالس عاطل بيت اصرف,DIAL_GLF
9043,1808,بعد صار فقر شماع علم باني بلد ياتي اجهل ناس اغبا عمل أكسب مال لماذا استسلم مطب صغير مثال احساء مزرع قريب ساحل عنى الاف وظاءف ماتحتاج واسط قول,DIAL_GLF
9044,1808,ظن حين وضع احرف صار كاتب,DIAL_GLF
9045,1809,حمدلله سلامة هذا درس كل اصحاب,MSA
9046,1809,نعم حلال حلال حلال حتي قياد مراه حلال حرام ركوب نقالي صخ سياره مراه مهم نمى مجتمع تطور كفاي قلب شك سوء ضن,MSA
9047,1809,الف الف مبروك فوز ايها مارد اخضر محطه اولي شاء الله أكمل افراح في اربد عمان الف شكر لاعب مبدع عامر ابو حويط أحيى جمع مجهود,MSA
9048,1809,غزا شمال لعب ارض بين جمهورهاوستلعب روح نصر قتالي عالي مسند جماهيري كبير عرف طموح قبل داي المباراه كما علو مباراة,MSA
9049,1809,افضل حل منع تعرق وضع شبه مسك ابط,MSA
9050,1810,ذات هالقضيه ماهي مسال نسبة,MSA
9051,1810,عند احساس بتفوزون وتتاهلون لان ام صلال لعب اسيويه هالسنه,MSA
9052,1810,اقل شيء تقدم شكوي ضد هءلاء الذي افسد أربى ابناء الذي تعب تربية بنى صرح اخلاق ثم جاء مثل هءلاء هدم بنى لا ثم لا ثم الف لا تاب لما صنع ايدي,MSA
9053,1810,على صبر لاعب نصر لاعب,MSA
9054,1810,عشان عرف موظف سعودي عادل وزن ذهب ذلك الام خوف الله,MSA
9055,1811,لا تسالوني عن دمعة,MSA
9056,1811,هل هناك خلل تنفيذ مشروع,MSA
9057,1811,داءم رمثا,MSA
9058,1811,حابب لعب إستاد امير محمد أزرق عين,MSA
9059,1811,ياريت قام حرب مش علشان,MSA
9060,1812,هل حكم ناتج شكوي زوج ام كامرا خلفان رصد ثم قدم محاكمه دون شكوي قبل صاحب شان,MSA
9061,1812,اليس حق نصر احتفاظ مرتب فتر ايقاف ما بعد انتهى مساله هل حق,MSA
9062,1812,كريم زياني عنتر حي وقر اخر صحيح يعرفوش عربيه لكن يحفضون قران كريم غير اسلام مسلم اكثر من من حب وطن رهيب جد سبب,MSA
9063,1812,نءيد مطلب برادعي تغيير دسور ولي تغيير عداد ميه الله شرك ميه شوي حرام بيسرقوا شعب حكومه ريس عارف راضي لي مش راضي راح أوقع برادعي ود اسهل اسرع 2011 اذن الله سوف تبخر حراميه حزب حاكم ناس قرف,MSA
9064,1812,كلام ناس عاوز,MSA
9065,1813,تبع شيخ,DIAL_GLF
9066,1813,الا تشكيل عشان 2014,DIAL_GLF
9067,1813,ياناس ارتق فكر,DIAL_GLF
9068,1813,الله اكبر,DIAL_GLF
9069,1813,اقسم الله مابتقولو طرش زفه لا أقر فرنسي لا عرف ابجدي مخاطبه لن اسال احساس ران دمعة عين,DIAL_GLF
9070,1814,اولا اعزي اهل مغدوره الله الي,MSA
9071,1814,ذلك غالب حالة تخلف عقلي امراض مستعصيه منشوره جراءد كان سبب زواج,MSA
9072,1814,كم نوع ضريب مفروض عالمحروقات وعالبنزين,MSA
9073,1814,ماشاء الله مصر شيء عند محلي,MSA
9074,1814,بنت اخ ساره,MSA
9075,1815,اورد مصطلح اختلاف مفهوم,DIAL_EGY
